,Player,Year,Team,GP,Min,Pts,2FGM,2FGA,2FG%,3FGM,3FGA,3FG%,FGM,FGA,FG%,Reb.Off,Reb.Def,Reb.Tot,Ast,Stl,Blk,TO,PF
576,Umar Shannon,2012,St. Francis (PA),1,35.0,26.0,4.0,6.0,66.7%,3.0,8.0,37.5%,9.0,10.0,90.0%,1.0,1.0,2.0,1.0,1.0,0.0,5.0,2.0
577,Damian Lillard,2012,Weber St,30,35.3,24.4,4.3,8.5,50.4%,2.9,7.2,39.6%,7.2,8.1,88.5%,0.5,4.3,4.8,4.1,1.5,0.2,2.3,2.0
578,Quincy Roberts,2012,Grambling,20,37.3,23.9,5.5,12.1,45.6%,2.0,6.1,32.0%,7.0,8.8,80.0%,1.2,4.8,6.0,1.6,1.0,0.3,3.8,2.0
579,Doug McDermott,2012,Creighton,35,31.9,22.9,7.2,11.4,63.3%,1.5,3.2,48.6%,3.8,4.8,79.6%,2.4,5.8,8.2,1.1,0.2,0.1,2.3,1.7
580,C.J. McCollum,2012,Lehigh,34,33.7,22.4,5.6,11.6,48.9%,1.8,5.1,34.9%,5.8,7.1,81.3%,1.5,5.1,6.6,3.5,2.6,0.6,2.3,2.1
581,Shane Gibson,2012,Sacred Heart,32,33.8,22.0,5.2,9.2,56.3%,2.7,6.3,43.3%,3.5,4.1,86.2%,0.8,3.9,4.7,2.2,1.5,0.3,3.2,2.8
582,Gerardo Suero,2012,Albany,31,31.9,21.7,6.1,12.6,48.7%,0.9,2.5,35.4%,6.8,8.2,83.0%,2.0,3.5,5.6,3.1,1.4,0.4,4.1,2.5
583,Terrell Stoglin,2012,Maryland,32,32.7,21.6,4.0,9.3,43.6%,2.8,7.4,38.4%,5.0,6.3,78.7%,0.5,2.9,3.4,1.9,0.7,0.1,2.2,2.1
584,Nate Wolters,2012,South Dakota St,33,36.0,21.4,6.4,12.5,51.2%,1.0,4.1,24.6%,5.6,7.1,79.0%,0.9,4.2,5.2,6.0,1.7,0.1,2.3,1.9
585,Frank Gaines,2012,IPFW,29,32.3,21.3,5.3,10.8,49.0%,1.7,4.8,34.5%,5.8,7.8,75.1%,1.3,4.7,6.0,1.2,1.3,0.5,2.6,3.0
586,Nick Barbour,2012,High Point,29,33.3,20.9,2.6,6.3,40.4%,3.5,7.1,49.3%,5.3,6.3,83.6%,0.5,2.1,2.6,1.4,1.2,0.3,1.8,2.1
587,Colt Ryan,2012,Evansville,31,36.5,20.7,3.8,8.7,43.7%,2.4,5.4,44.6%,5.9,7.0,84.7%,0.5,3.8,4.3,3.3,1.8,0.2,2.5,2.7
588,Alex Young,2012,IUPUI,30,33.3,20.7,5.0,10.8,46.4%,1.9,5.5,33.7%,5.1,6.2,82.2%,1.9,4.0,5.9,2.1,1.6,1.0,2.5,2.6
589,Kevin Murphy,2012,Tennessee Tech,31,34.6,20.5,4.8,10.6,44.8%,2.5,5.8,42.0%,3.6,5.1,71.1%,0.9,4.5,5.3,2.3,0.8,0.2,3.4,2.2
590,J'Covan Brown,2012,Texas,34,35.6,20.1,4.2,9.4,45.0%,2.4,6.4,36.9%,4.6,5.4,86.3%,0.9,2.5,3.4,3.8,1.2,0.1,2.7,1.9
591,John Shurna,2012,Northwestern,33,37.3,20.0,4.0,8.4,48.2%,2.9,6.5,44.0%,3.3,4.4,75.3%,1.5,3.9,5.4,2.8,1.2,1.7,1.6,1.7
592,Kevin Jones,2012,West Virginia,33,38.3,19.9,6.8,11.6,59.0%,1.0,3.9,26.6%,3.1,4.0,78.0%,4.3,6.6,10.9,1.2,0.7,1.0,1.3,1.2
593,Mike Moore,2012,Hofstra,32,34.6,19.9,3.7,8.4,44.1%,2.5,6.5,39.1%,4.9,6.0,81.7%,0.7,3.8,4.6,2.1,1.7,0.1,2.9,2.2
594,Orlando Johnson,2012,UCSB,29,34.5,19.9,4.3,9.3,46.7%,2.3,5.4,42.7%,4.3,6.0,71.3%,1.4,4.4,5.8,2.9,1.0,0.7,2.4,1.8
595,John Jenkins,2012,Vanderbilt,35,33.6,19.9,2.4,4.4,54.2%,3.8,8.7,43.9%,3.7,4.4,83.7%,0.5,2.4,2.9,1.2,0.8,0.3,1.6,1.2
596,Dominique Morrison,2012,Oral Roberts,34,36.5,19.8,4.7,9.1,51.4%,1.6,3.8,42.3%,5.6,6.7,82.5%,1.0,3.3,4.3,1.6,0.8,0.4,1.7,2.9
597,Darryl Partin,2012,Boston U.,32,33.7,19.6,4.7,9.8,47.3%,2.2,6.9,31.2%,3.8,5.3,71.9%,1.2,2.8,3.9,1.1,1.1,0.1,3.2,1.7
598,Marshawn Powell,2012,Arkansas,2,21.5,19.5,7.5,9.5,78.9%,0.0,1.0,0.0%,4.5,6.5,69.2%,2.5,3.5,6.0,1.5,1.0,1.5,4.0,3.0
599,Isaiah Canaan,2012,Murray St,30,34.2,19.4,2.7,5.7,47.1%,3.0,6.7,45.3%,4.9,5.8,83.4%,0.8,2.8,3.6,3.5,1.3,0.1,2.9,1.8
600,Reggie Hamilton,2012,Oakland,35,35.8,26.5,4.6,9.8,46.9%,3.3,7.9,42.4%,7.3,8.3,87.6%,0.7,3.1,3.8,5.2,2.0,0.1,3.8,2.8
601,Umar Shannon,2012,St. Francis (PA),1,35.0,26.0,4.0,6.0,66.7%,3.0,8.0,37.5%,9.0,10.0,90.0%,1.0,1.0,2.0,1.0,1.0,0.0,5.0,2.0
602,Damian Lillard,2012,Weber St,30,35.3,24.4,4.3,8.5,50.4%,2.9,7.2,39.6%,7.2,8.1,88.5%,0.5,4.3,4.8,4.1,1.5,0.2,2.3,2.0
603,Quincy Roberts,2012,Grambling,20,37.3,23.9,5.5,12.1,45.6%,2.0,6.1,32.0%,7.0,8.8,80.0%,1.2,4.8,6.0,1.6,1.0,0.3,3.8,2.0
604,Doug McDermott,2012,Creighton,35,31.9,22.9,7.2,11.4,63.3%,1.5,3.2,48.6%,3.8,4.8,79.6%,2.4,5.8,8.2,1.1,0.2,0.1,2.3,1.7
605,C.J. McCollum,2012,Lehigh,34,33.7,22.4,5.6,11.6,48.9%,1.8,5.1,34.9%,5.8,7.1,81.3%,1.5,5.1,6.6,3.5,2.6,0.6,2.3,2.1
606,Shane Gibson,2012,Sacred Heart,32,33.8,22.0,5.2,9.2,56.3%,2.7,6.3,43.3%,3.5,4.1,86.2%,0.8,3.9,4.7,2.2,1.5,0.3,3.2,2.8
607,Gerardo Suero,2012,Albany,31,31.9,21.7,6.1,12.6,48.7%,0.9,2.5,35.4%,6.8,8.2,83.0%,2.0,3.5,5.6,3.1,1.4,0.4,4.1,2.5
608,Terrell Stoglin,2012,Maryland,32,32.7,21.6,4.0,9.3,43.6%,2.8,7.4,38.4%,5.0,6.3,78.7%,0.5,2.9,3.4,1.9,0.7,0.1,2.2,2.1
609,Nate Wolters,2012,South Dakota St,33,36.0,21.4,6.4,12.5,51.2%,1.0,4.1,24.6%,5.6,7.1,79.0%,0.9,4.2,5.2,6.0,1.7,0.1,2.3,1.9
610,Frank Gaines,2012,IPFW,29,32.3,21.3,5.3,10.8,49.0%,1.7,4.8,34.5%,5.8,7.8,75.1%,1.3,4.7,6.0,1.2,1.3,0.5,2.6,3.0
611,Nick Barbour,2012,High Point,29,33.3,20.9,2.6,6.3,40.4%,3.5,7.1,49.3%,5.3,6.3,83.6%,0.5,2.1,2.6,1.4,1.2,0.3,1.8,2.1
612,Colt Ryan,2012,Evansville,31,36.5,20.7,3.8,8.7,43.7%,2.4,5.4,44.6%,5.9,7.0,84.7%,0.5,3.8,4.3,3.3,1.8,0.2,2.5,2.7
613,Alex Young,2012,IUPUI,30,33.3,20.7,5.0,10.8,46.4%,1.9,5.5,33.7%,5.1,6.2,82.2%,1.9,4.0,5.9,2.1,1.6,1.0,2.5,2.6
614,Kevin Murphy,2012,Tennessee Tech,31,34.6,20.5,4.8,10.6,44.8%,2.5,5.8,42.0%,3.6,5.1,71.1%,0.9,4.5,5.3,2.3,0.8,0.2,3.4,2.2
615,J'Covan Brown,2012,Texas,34,35.6,20.1,4.2,9.4,45.0%,2.4,6.4,36.9%,4.6,5.4,86.3%,0.9,2.5,3.4,3.8,1.2,0.1,2.7,1.9
616,John Shurna,2012,Northwestern,33,37.3,20.0,4.0,8.4,48.2%,2.9,6.5,44.0%,3.3,4.4,75.3%,1.5,3.9,5.4,2.8,1.2,1.7,1.6,1.7
617,Kevin Jones,2012,West Virginia,33,38.3,19.9,6.8,11.6,59.0%,1.0,3.9,26.6%,3.1,4.0,78.0%,4.3,6.6,10.9,1.2,0.7,1.0,1.3,1.2
618,Mike Moore,2012,Hofstra,32,34.6,19.9,3.7,8.4,44.1%,2.5,6.5,39.1%,4.9,6.0,81.7%,0.7,3.8,4.6,2.1,1.7,0.1,2.9,2.2
619,Orlando Johnson,2012,UCSB,29,34.5,19.9,4.3,9.3,46.7%,2.3,5.4,42.7%,4.3,6.0,71.3%,1.4,4.4,5.8,2.9,1.0,0.7,2.4,1.8
620,John Jenkins,2012,Vanderbilt,35,33.6,19.9,2.4,4.4,54.2%,3.8,8.7,43.9%,3.7,4.4,83.7%,0.5,2.4,2.9,1.2,0.8,0.3,1.6,1.2
621,Dominique Morrison,2012,Oral Roberts,34,36.5,19.8,4.7,9.1,51.4%,1.6,3.8,42.3%,5.6,6.7,82.5%,1.0,3.3,4.3,1.6,0.8,0.4,1.7,2.9
622,Darryl Partin,2012,Boston U.,32,33.7,19.6,4.7,9.8,47.3%,2.2,6.9,31.2%,3.8,5.3,71.9%,1.2,2.8,3.9,1.1,1.1,0.1,3.2,1.7
623,Marshawn Powell,2012,Arkansas,2,21.5,19.5,7.5,9.5,78.9%,0.0,1.0,0.0%,4.5,6.5,69.2%,2.5,3.5,6.0,1.5,1.0,1.5,4.0,3.0
624,Isaiah Canaan,2012,Murray St,30,34.2,19.4,2.7,5.7,47.1%,3.0,6.7,45.3%,4.9,5.8,83.4%,0.8,2.8,3.6,3.5,1.3,0.1,2.9,1.8
625,Reggie Hamilton,2012,Oakland,35,35.8,26.5,4.6,9.8,46.9%,3.3,7.9,42.4%,7.3,8.3,87.6%,0.7,3.1,3.8,5.2,2.0,0.1,3.8,2.8
626,Umar Shannon,2012,St. Francis (PA),1,35.0,26.0,4.0,6.0,66.7%,3.0,8.0,37.5%,9.0,10.0,90.0%,1.0,1.0,2.0,1.0,1.0,0.0,5.0,2.0
627,Damian Lillard,2012,Weber St,30,35.3,24.4,4.3,8.5,50.4%,2.9,7.2,39.6%,7.2,8.1,88.5%,0.5,4.3,4.8,4.1,1.5,0.2,2.3,2.0
628,Quincy Roberts,2012,Grambling,20,37.3,23.9,5.5,12.1,45.6%,2.0,6.1,32.0%,7.0,8.8,80.0%,1.2,4.8,6.0,1.6,1.0,0.3,3.8,2.0
629,Doug McDermott,2012,Creighton,35,31.9,22.9,7.2,11.4,63.3%,1.5,3.2,48.6%,3.8,4.8,79.6%,2.4,5.8,8.2,1.1,0.2,0.1,2.3,1.7
630,C.J. McCollum,2012,Lehigh,34,33.7,22.4,5.6,11.6,48.9%,1.8,5.1,34.9%,5.8,7.1,81.3%,1.5,5.1,6.6,3.5,2.6,0.6,2.3,2.1
631,Shane Gibson,2012,Sacred Heart,32,33.8,22.0,5.2,9.2,56.3%,2.7,6.3,43.3%,3.5,4.1,86.2%,0.8,3.9,4.7,2.2,1.5,0.3,3.2,2.8
632,Gerardo Suero,2012,Albany,31,31.9,21.7,6.1,12.6,48.7%,0.9,2.5,35.4%,6.8,8.2,83.0%,2.0,3.5,5.6,3.1,1.4,0.4,4.1,2.5
633,Terrell Stoglin,2012,Maryland,32,32.7,21.6,4.0,9.3,43.6%,2.8,7.4,38.4%,5.0,6.3,78.7%,0.5,2.9,3.4,1.9,0.7,0.1,2.2,2.1
634,Nate Wolters,2012,South Dakota St,33,36.0,21.4,6.4,12.5,51.2%,1.0,4.1,24.6%,5.6,7.1,79.0%,0.9,4.2,5.2,6.0,1.7,0.1,2.3,1.9
635,Frank Gaines,2012,IPFW,29,32.3,21.3,5.3,10.8,49.0%,1.7,4.8,34.5%,5.8,7.8,75.1%,1.3,4.7,6.0,1.2,1.3,0.5,2.6,3.0
636,Nick Barbour,2012,High Point,29,33.3,20.9,2.6,6.3,40.4%,3.5,7.1,49.3%,5.3,6.3,83.6%,0.5,2.1,2.6,1.4,1.2,0.3,1.8,2.1
637,Colt Ryan,2012,Evansville,31,36.5,20.7,3.8,8.7,43.7%,2.4,5.4,44.6%,5.9,7.0,84.7%,0.5,3.8,4.3,3.3,1.8,0.2,2.5,2.7
638,Alex Young,2012,IUPUI,30,33.3,20.7,5.0,10.8,46.4%,1.9,5.5,33.7%,5.1,6.2,82.2%,1.9,4.0,5.9,2.1,1.6,1.0,2.5,2.6
639,Kevin Murphy,2012,Tennessee Tech,31,34.6,20.5,4.8,10.6,44.8%,2.5,5.8,42.0%,3.6,5.1,71.1%,0.9,4.5,5.3,2.3,0.8,0.2,3.4,2.2
640,J'Covan Brown,2012,Texas,34,35.6,20.1,4.2,9.4,45.0%,2.4,6.4,36.9%,4.6,5.4,86.3%,0.9,2.5,3.4,3.8,1.2,0.1,2.7,1.9
641,John Shurna,2012,Northwestern,33,37.3,20.0,4.0,8.4,48.2%,2.9,6.5,44.0%,3.3,4.4,75.3%,1.5,3.9,5.4,2.8,1.2,1.7,1.6,1.7
642,Kevin Jones,2012,West Virginia,33,38.3,19.9,6.8,11.6,59.0%,1.0,3.9,26.6%,3.1,4.0,78.0%,4.3,6.6,10.9,1.2,0.7,1.0,1.3,1.2
643,Mike Moore,2012,Hofstra,32,34.6,19.9,3.7,8.4,44.1%,2.5,6.5,39.1%,4.9,6.0,81.7%,0.7,3.8,4.6,2.1,1.7,0.1,2.9,2.2
644,Orlando Johnson,2012,UCSB,29,34.5,19.9,4.3,9.3,46.7%,2.3,5.4,42.7%,4.3,6.0,71.3%,1.4,4.4,5.8,2.9,1.0,0.7,2.4,1.8
645,John Jenkins,2012,Vanderbilt,35,33.6,19.9,2.4,4.4,54.2%,3.8,8.7,43.9%,3.7,4.4,83.7%,0.5,2.4,2.9,1.2,0.8,0.3,1.6,1.2
646,Dominique Morrison,2012,Oral Roberts,34,36.5,19.8,4.7,9.1,51.4%,1.6,3.8,42.3%,5.6,6.7,82.5%,1.0,3.3,4.3,1.6,0.8,0.4,1.7,2.9
647,Darryl Partin,2012,Boston U.,32,33.7,19.6,4.7,9.8,47.3%,2.2,6.9,31.2%,3.8,5.3,71.9%,1.2,2.8,3.9,1.1,1.1,0.1,3.2,1.7
648,Marshawn Powell,2012,Arkansas,2,21.5,19.5,7.5,9.5,78.9%,0.0,1.0,0.0%,4.5,6.5,69.2%,2.5,3.5,6.0,1.5,1.0,1.5,4.0,3.0
649,Isaiah Canaan,2012,Murray St,30,34.2,19.4,2.7,5.7,47.1%,3.0,6.7,45.3%,4.9,5.8,83.4%,0.8,2.8,3.6,3.5,1.3,0.1,2.9,1.8
650,Reggie Hamilton,2012,Oakland,35,35.8,26.5,4.6,9.8,46.9%,3.3,7.9,42.4%,7.3,8.3,87.6%,0.7,3.1,3.8,5.2,2.0,0.1,3.8,2.8
651,Umar Shannon,2012,St. Francis (PA),1,35.0,26.0,4.0,6.0,66.7%,3.0,8.0,37.5%,9.0,10.0,90.0%,1.0,1.0,2.0,1.0,1.0,0.0,5.0,2.0
652,Damian Lillard,2012,Weber St,30,35.3,24.4,4.3,8.5,50.4%,2.9,7.2,39.6%,7.2,8.1,88.5%,0.5,4.3,4.8,4.1,1.5,0.2,2.3,2.0
653,Quincy Roberts,2012,Grambling,20,37.3,23.9,5.5,12.1,45.6%,2.0,6.1,32.0%,7.0,8.8,80.0%,1.2,4.8,6.0,1.6,1.0,0.3,3.8,2.0
654,Doug McDermott,2012,Creighton,35,31.9,22.9,7.2,11.4,63.3%,1.5,3.2,48.6%,3.8,4.8,79.6%,2.4,5.8,8.2,1.1,0.2,0.1,2.3,1.7
655,C.J. McCollum,2012,Lehigh,34,33.7,22.4,5.6,11.6,48.9%,1.8,5.1,34.9%,5.8,7.1,81.3%,1.5,5.1,6.6,3.5,2.6,0.6,2.3,2.1
656,Shane Gibson,2012,Sacred Heart,32,33.8,22.0,5.2,9.2,56.3%,2.7,6.3,43.3%,3.5,4.1,86.2%,0.8,3.9,4.7,2.2,1.5,0.3,3.2,2.8
657,Gerardo Suero,2012,Albany,31,31.9,21.7,6.1,12.6,48.7%,0.9,2.5,35.4%,6.8,8.2,83.0%,2.0,3.5,5.6,3.1,1.4,0.4,4.1,2.5
658,Terrell Stoglin,2012,Maryland,32,32.7,21.6,4.0,9.3,43.6%,2.8,7.4,38.4%,5.0,6.3,78.7%,0.5,2.9,3.4,1.9,0.7,0.1,2.2,2.1
659,Nate Wolters,2012,South Dakota St,33,36.0,21.4,6.4,12.5,51.2%,1.0,4.1,24.6%,5.6,7.1,79.0%,0.9,4.2,5.2,6.0,1.7,0.1,2.3,1.9
660,Frank Gaines,2012,IPFW,29,32.3,21.3,5.3,10.8,49.0%,1.7,4.8,34.5%,5.8,7.8,75.1%,1.3,4.7,6.0,1.2,1.3,0.5,2.6,3.0
661,Nick Barbour,2012,High Point,29,33.3,20.9,2.6,6.3,40.4%,3.5,7.1,49.3%,5.3,6.3,83.6%,0.5,2.1,2.6,1.4,1.2,0.3,1.8,2.1
662,Colt Ryan,2012,Evansville,31,36.5,20.7,3.8,8.7,43.7%,2.4,5.4,44.6%,5.9,7.0,84.7%,0.5,3.8,4.3,3.3,1.8,0.2,2.5,2.7
663,Alex Young,2012,IUPUI,30,33.3,20.7,5.0,10.8,46.4%,1.9,5.5,33.7%,5.1,6.2,82.2%,1.9,4.0,5.9,2.1,1.6,1.0,2.5,2.6
664,Kevin Murphy,2012,Tennessee Tech,31,34.6,20.5,4.8,10.6,44.8%,2.5,5.8,42.0%,3.6,5.1,71.1%,0.9,4.5,5.3,2.3,0.8,0.2,3.4,2.2
665,J'Covan Brown,2012,Texas,34,35.6,20.1,4.2,9.4,45.0%,2.4,6.4,36.9%,4.6,5.4,86.3%,0.9,2.5,3.4,3.8,1.2,0.1,2.7,1.9
666,John Shurna,2012,Northwestern,33,37.3,20.0,4.0,8.4,48.2%,2.9,6.5,44.0%,3.3,4.4,75.3%,1.5,3.9,5.4,2.8,1.2,1.7,1.6,1.7
667,Kevin Jones,2012,West Virginia,33,38.3,19.9,6.8,11.6,59.0%,1.0,3.9,26.6%,3.1,4.0,78.0%,4.3,6.6,10.9,1.2,0.7,1.0,1.3,1.2
668,Mike Moore,2012,Hofstra,32,34.6,19.9,3.7,8.4,44.1%,2.5,6.5,39.1%,4.9,6.0,81.7%,0.7,3.8,4.6,2.1,1.7,0.1,2.9,2.2
669,Orlando Johnson,2012,UCSB,29,34.5,19.9,4.3,9.3,46.7%,2.3,5.4,42.7%,4.3,6.0,71.3%,1.4,4.4,5.8,2.9,1.0,0.7,2.4,1.8
670,John Jenkins,2012,Vanderbilt,35,33.6,19.9,2.4,4.4,54.2%,3.8,8.7,43.9%,3.7,4.4,83.7%,0.5,2.4,2.9,1.2,0.8,0.3,1.6,1.2
671,Dominique Morrison,2012,Oral Roberts,34,36.5,19.8,4.7,9.1,51.4%,1.6,3.8,42.3%,5.6,6.7,82.5%,1.0,3.3,4.3,1.6,0.8,0.4,1.7,2.9
672,Darryl Partin,2012,Boston U.,32,33.7,19.6,4.7,9.8,47.3%,2.2,6.9,31.2%,3.8,5.3,71.9%,1.2,2.8,3.9,1.1,1.1,0.1,3.2,1.7
673,Marshawn Powell,2012,Arkansas,2,21.5,19.5,7.5,9.5,78.9%,0.0,1.0,0.0%,4.5,6.5,69.2%,2.5,3.5,6.0,1.5,1.0,1.5,4.0,3.0
674,Isaiah Canaan,2012,Murray St,30,34.2,19.4,2.7,5.7,47.1%,3.0,6.7,45.3%,4.9,5.8,83.4%,0.8,2.8,3.6,3.5,1.3,0.1,2.9,1.8
675,Reggie Hamilton,2012,Oakland,35,35.8,26.5,4.6,9.8,46.9%,3.3,7.9,42.4%,7.3,8.3,87.6%,0.7,3.1,3.8,5.2,2.0,0.1,3.8,2.8
676,Umar Shannon,2012,St. Francis (PA),1,35.0,26.0,4.0,6.0,66.7%,3.0,8.0,37.5%,9.0,10.0,90.0%,1.0,1.0,2.0,1.0,1.0,0.0,5.0,2.0
677,Damian Lillard,2012,Weber St,30,35.3,24.4,4.3,8.5,50.4%,2.9,7.2,39.6%,7.2,8.1,88.5%,0.5,4.3,4.8,4.1,1.5,0.2,2.3,2.0
678,Quincy Roberts,2012,Grambling,20,37.3,23.9,5.5,12.1,45.6%,2.0,6.1,32.0%,7.0,8.8,80.0%,1.2,4.8,6.0,1.6,1.0,0.3,3.8,2.0
679,Doug McDermott,2012,Creighton,35,31.9,22.9,7.2,11.4,63.3%,1.5,3.2,48.6%,3.8,4.8,79.6%,2.4,5.8,8.2,1.1,0.2,0.1,2.3,1.7
680,C.J. McCollum,2012,Lehigh,34,33.7,22.4,5.6,11.6,48.9%,1.8,5.1,34.9%,5.8,7.1,81.3%,1.5,5.1,6.6,3.5,2.6,0.6,2.3,2.1
681,Shane Gibson,2012,Sacred Heart,32,33.8,22.0,5.2,9.2,56.3%,2.7,6.3,43.3%,3.5,4.1,86.2%,0.8,3.9,4.7,2.2,1.5,0.3,3.2,2.8
682,Gerardo Suero,2012,Albany,31,31.9,21.7,6.1,12.6,48.7%,0.9,2.5,35.4%,6.8,8.2,83.0%,2.0,3.5,5.6,3.1,1.4,0.4,4.1,2.5
683,Terrell Stoglin,2012,Maryland,32,32.7,21.6,4.0,9.3,43.6%,2.8,7.4,38.4%,5.0,6.3,78.7%,0.5,2.9,3.4,1.9,0.7,0.1,2.2,2.1
684,Nate Wolters,2012,South Dakota St,33,36.0,21.4,6.4,12.5,51.2%,1.0,4.1,24.6%,5.6,7.1,79.0%,0.9,4.2,5.2,6.0,1.7,0.1,2.3,1.9
685,Frank Gaines,2012,IPFW,29,32.3,21.3,5.3,10.8,49.0%,1.7,4.8,34.5%,5.8,7.8,75.1%,1.3,4.7,6.0,1.2,1.3,0.5,2.6,3.0
686,Nick Barbour,2012,High Point,29,33.3,20.9,2.6,6.3,40.4%,3.5,7.1,49.3%,5.3,6.3,83.6%,0.5,2.1,2.6,1.4,1.2,0.3,1.8,2.1
687,Colt Ryan,2012,Evansville,31,36.5,20.7,3.8,8.7,43.7%,2.4,5.4,44.6%,5.9,7.0,84.7%,0.5,3.8,4.3,3.3,1.8,0.2,2.5,2.7
688,Alex Young,2012,IUPUI,30,33.3,20.7,5.0,10.8,46.4%,1.9,5.5,33.7%,5.1,6.2,82.2%,1.9,4.0,5.9,2.1,1.6,1.0,2.5,2.6
689,Kevin Murphy,2012,Tennessee Tech,31,34.6,20.5,4.8,10.6,44.8%,2.5,5.8,42.0%,3.6,5.1,71.1%,0.9,4.5,5.3,2.3,0.8,0.2,3.4,2.2
690,J'Covan Brown,2012,Texas,34,35.6,20.1,4.2,9.4,45.0%,2.4,6.4,36.9%,4.6,5.4,86.3%,0.9,2.5,3.4,3.8,1.2,0.1,2.7,1.9
691,John Shurna,2012,Northwestern,33,37.3,20.0,4.0,8.4,48.2%,2.9,6.5,44.0%,3.3,4.4,75.3%,1.5,3.9,5.4,2.8,1.2,1.7,1.6,1.7
692,Kevin Jones,2012,West Virginia,33,38.3,19.9,6.8,11.6,59.0%,1.0,3.9,26.6%,3.1,4.0,78.0%,4.3,6.6,10.9,1.2,0.7,1.0,1.3,1.2
693,Mike Moore,2012,Hofstra,32,34.6,19.9,3.7,8.4,44.1%,2.5,6.5,39.1%,4.9,6.0,81.7%,0.7,3.8,4.6,2.1,1.7,0.1,2.9,2.2
694,Orlando Johnson,2012,UCSB,29,34.5,19.9,4.3,9.3,46.7%,2.3,5.4,42.7%,4.3,6.0,71.3%,1.4,4.4,5.8,2.9,1.0,0.7,2.4,1.8
695,John Jenkins,2012,Vanderbilt,35,33.6,19.9,2.4,4.4,54.2%,3.8,8.7,43.9%,3.7,4.4,83.7%,0.5,2.4,2.9,1.2,0.8,0.3,1.6,1.2
696,Dominique Morrison,2012,Oral Roberts,34,36.5,19.8,4.7,9.1,51.4%,1.6,3.8,42.3%,5.6,6.7,82.5%,1.0,3.3,4.3,1.6,0.8,0.4,1.7,2.9
697,Darryl Partin,2012,Boston U.,32,33.7,19.6,4.7,9.8,47.3%,2.2,6.9,31.2%,3.8,5.3,71.9%,1.2,2.8,3.9,1.1,1.1,0.1,3.2,1.7
698,Marshawn Powell,2012,Arkansas,2,21.5,19.5,7.5,9.5,78.9%,0.0,1.0,0.0%,4.5,6.5,69.2%,2.5,3.5,6.0,1.5,1.0,1.5,4.0,3.0
699,Isaiah Canaan,2012,Murray St,30,34.2,19.4,2.7,5.7,47.1%,3.0,6.7,45.3%,4.9,5.8,83.4%,0.8,2.8,3.6,3.5,1.3,0.1,2.9,1.8
700,Reggie Hamilton,2012,Oakland,35,35.8,26.5,4.6,9.8,46.9%,3.3,7.9,42.4%,7.3,8.3,87.6%,0.7,3.1,3.8,5.2,2.0,0.1,3.8,2.8
701,Umar Shannon,2012,St. Francis (PA),1,35.0,26.0,4.0,6.0,66.7%,3.0,8.0,37.5%,9.0,10.0,90.0%,1.0,1.0,2.0,1.0,1.0,0.0,5.0,2.0
702,Damian Lillard,2012,Weber St,30,35.3,24.4,4.3,8.5,50.4%,2.9,7.2,39.6%,7.2,8.1,88.5%,0.5,4.3,4.8,4.1,1.5,0.2,2.3,2.0
703,Quincy Roberts,2012,Grambling,20,37.3,23.9,5.5,12.1,45.6%,2.0,6.1,32.0%,7.0,8.8,80.0%,1.2,4.8,6.0,1.6,1.0,0.3,3.8,2.0
704,Doug McDermott,2012,Creighton,35,31.9,22.9,7.2,11.4,63.3%,1.5,3.2,48.6%,3.8,4.8,79.6%,2.4,5.8,8.2,1.1,0.2,0.1,2.3,1.7
705,C.J. McCollum,2012,Lehigh,34,33.7,22.4,5.6,11.6,48.9%,1.8,5.1,34.9%,5.8,7.1,81.3%,1.5,5.1,6.6,3.5,2.6,0.6,2.3,2.1
706,Shane Gibson,2012,Sacred Heart,32,33.8,22.0,5.2,9.2,56.3%,2.7,6.3,43.3%,3.5,4.1,86.2%,0.8,3.9,4.7,2.2,1.5,0.3,3.2,2.8
707,Gerardo Suero,2012,Albany,31,31.9,21.7,6.1,12.6,48.7%,0.9,2.5,35.4%,6.8,8.2,83.0%,2.0,3.5,5.6,3.1,1.4,0.4,4.1,2.5
708,Terrell Stoglin,2012,Maryland,32,32.7,21.6,4.0,9.3,43.6%,2.8,7.4,38.4%,5.0,6.3,78.7%,0.5,2.9,3.4,1.9,0.7,0.1,2.2,2.1
709,Nate Wolters,2012,South Dakota St,33,36.0,21.4,6.4,12.5,51.2%,1.0,4.1,24.6%,5.6,7.1,79.0%,0.9,4.2,5.2,6.0,1.7,0.1,2.3,1.9
710,Frank Gaines,2012,IPFW,29,32.3,21.3,5.3,10.8,49.0%,1.7,4.8,34.5%,5.8,7.8,75.1%,1.3,4.7,6.0,1.2,1.3,0.5,2.6,3.0
711,Nick Barbour,2012,High Point,29,33.3,20.9,2.6,6.3,40.4%,3.5,7.1,49.3%,5.3,6.3,83.6%,0.5,2.1,2.6,1.4,1.2,0.3,1.8,2.1
712,Colt Ryan,2012,Evansville,31,36.5,20.7,3.8,8.7,43.7%,2.4,5.4,44.6%,5.9,7.0,84.7%,0.5,3.8,4.3,3.3,1.8,0.2,2.5,2.7
713,Alex Young,2012,IUPUI,30,33.3,20.7,5.0,10.8,46.4%,1.9,5.5,33.7%,5.1,6.2,82.2%,1.9,4.0,5.9,2.1,1.6,1.0,2.5,2.6
